date,gdp,real_gdp,unemployment_rate,interest_rate,fund_rate
2007-12-16,14715.058,16915.191,5.0,1.38696881,
2007-12-23,14715.058,16915.191,5.0,1.38696881,
2007-12-30,14715.058,16915.191,5.0,1.38696881,
2008-01-06,14706.538,16843.003,5.0,1.39949068,
2008-01-13,14706.538,16843.003,5.0,1.39949068,
2008-01-20,14706.538,16843.003,5.0,1.39949068,
2008-01-27,14706.538,16843.003,5.0,1.39949068,
2008-02-03,14706.538,16843.003,4.9,1.11112286,
2008-02-10,14706.538,16843.003,4.9,1.11112286,
2008-02-17,14706.538,16843.003,4.9,1.11112286,
2008-02-24,14706.538,16843.003,4.9,1.11112286,
2008-03-02,14706.538,16843.003,5.1,1.02522008,
2008-03-09,14706.538,16843.003,5.1,1.02522008,
2008-03-16,14706.538,16843.003,5.1,1.02522008,
2008-03-23,14706.538,16843.003,5.1,1.02522008,
2008-03-30,14706.538,16843.003,5.1,1.02522008,
2008-04-06,14865.701,16943.291,5.0,1.06289422,
2008-04-13,14865.701,16943.291,5.0,1.06289422,
2008-04-20,14865.701,16943.291,5.0,1.06289422,
2008-04-27,14865.701,16943.291,5.0,1.06289422,
2008-05-04,14865.701,16943.291,5.4,1.40051629,
2008-05-11,14865.701,16943.291,5.4,1.40051629,
2008-05-18,14865.701,16943.291,5.4,1.40051629,
2008-05-25,14865.701,16943.291,5.4,1.40051629,
2008-06-01,14865.701,16943.291,5.6,1.48755401,
2008-06-08,14865.701,16943.291,5.6,1.48755401,
2008-06-15,14865.701,16943.291,5.6,1.48755401,
2008-06-22,14865.701,16943.291,5.6,1.48755401,
2008-06-29,14865.701,16943.291,5.6,1.48755401,
2008-07-06,14898.999,16854.295,5.8,1.44558109,
2008-07-13,14898.999,16854.295,5.8,1.44558109,
2008-07-20,14898.999,16854.295,5.8,1.44558109,
2008-07-27,14898.999,16854.295,5.8,1.44558109,
2008-08-03,14898.999,16854.295,6.1,1.35649733,
2008-08-10,14898.999,16854.295,6.1,1.35649733,
2008-08-17,14898.999,16854.295,6.1,1.35649733,
2008-08-24,14898.999,16854.295,6.1,1.35649733,
2008-08-31,14898.999,16854.295,6.1,1.35649733,
2008-09-07,14898.999,16854.295,6.1,1.23957472,
2008-09-14,14898.999,16854.295,6.1,1.23957472,
2008-09-21,14898.999,16854.295,6.1,1.23957472,
2008-09-28,14898.999,16854.295,6.1,1.23957472,
2008-10-05,14608.209,16485.35,6.5,1.48506331,
2008-10-12,14608.209,16485.35,6.5,1.48506331,
2008-10-19,14608.209,16485.35,6.5,1.48506331,
2008-10-26,14608.209,16485.35,6.5,1.48506331,
2008-11-02,14608.209,16485.35,6.8,1.63162854,
2008-11-09,14608.209,16485.35,6.8,1.63162854,
2008-11-16,14608.209,16485.35,6.8,1.63162854,
2008-11-23,14608.209,16485.35,6.8,1.63162854,
2008-11-30,14608.209,16485.35,6.8,1.63162854,
2008-12-07,14608.209,16485.35,7.3,0.97537985,
2008-12-14,14608.209,16485.35,7.3,0.97537985,
2008-12-21,14608.209,16485.35,7.3,0.97537985,
2008-12-28,14608.209,16485.35,7.3,0.97537985,
2009-01-04,14430.902,16298.262,7.8,0.93854104,
2009-01-11,14430.902,16298.262,7.8,0.93854104,
2009-01-18,14430.902,16298.262,7.8,0.93854104,
2009-01-25,14430.902,16298.262,7.8,0.93854104,
2009-02-01,14430.902,16298.262,8.3,1.03930649,
2009-02-08,14430.902,16298.262,8.3,1.03930649,
2009-02-15,14430.902,16298.262,8.3,1.03930649,
2009-02-22,14430.902,16298.262,8.3,1.03930649,
2009-03-01,14430.902,16298.262,8.7,1.25074177,
2009-03-08,14430.902,16298.262,8.7,1.25074177,
2009-03-15,14430.902,16298.262,8.7,1.25074177,
2009-03-22,14430.902,16298.262,8.7,1.25074177,
2009-03-29,14430.902,16298.262,8.7,1.25074177,
2009-04-05,14381.236,16269.145,9.0,0.71281967,
2009-04-12,14381.236,16269.145,9.0,0.71281967,
2009-04-19,14381.236,16269.145,9.0,0.71281967,
2009-04-26,14381.236,16269.145,9.0,0.71281967,
2009-05-03,14381.236,16269.145,9.4,1.0174109,
2009-05-10,14381.236,16269.145,9.4,1.0174109,
2009-05-17,14381.236,16269.145,9.4,1.0174109,
2009-05-24,14381.236,16269.145,9.4,1.0174109,
2009-05-31,14381.236,16269.145,9.4,1.0174109,
2009-06-07,14381.236,16269.145,9.5,1.32210554,
2009-06-14,14381.236,16269.145,9.5,1.32210554,
2009-06-21,14381.236,16269.145,9.5,1.32210554,
2009-06-28,14381.236,16269.145,9.5,1.32210554,
2009-07-05,14448.882,16326.281,9.5,1.26690282,
2009-07-12,14448.882,16326.281,9.5,1.26690282,
2009-07-19,14448.882,16326.281,9.5,1.26690282,
2009-07-26,14448.882,16326.281,9.5,1.26690282,
2009-08-02,14448.882,16326.281,9.6,1.15904037,
2009-08-09,14448.882,16326.281,9.6,1.15904037,
2009-08-16,14448.882,16326.281,9.6,1.15904037,
2009-08-23,14448.882,16326.281,9.6,1.15904037,
2009-08-30,14448.882,16326.281,9.6,1.15904037,
2009-09-06,14448.882,16326.281,9.8,0.94923764,
2009-09-13,14448.882,16326.281,9.8,0.94923764,
2009-09-20,14448.882,16326.281,9.8,0.94923764,
2009-09-27,14448.882,16326.281,9.8,0.94923764,
2009-10-04,14651.249,16502.754,10.0,0.99714116,
2009-10-11,14651.249,16502.754,10.0,0.99714116,
2009-10-18,14651.249,16502.754,10.0,0.99714116,
2009-10-25,14651.249,16502.754,10.0,0.99714116,
2009-11-01,14651.249,16502.754,9.9,1.06141004,
2009-11-08,14651.249,16502.754,9.9,1.06141004,
2009-11-15,14651.249,16502.754,9.9,1.06141004,
2009-11-22,14651.249,16502.754,9.9,1.06141004,
2009-11-29,14651.249,16502.754,9.9,1.06141004,
2009-12-06,14651.249,16502.754,9.9,0.84804056,
2009-12-13,14651.249,16502.754,9.9,0.84804056,
2009-12-20,14651.249,16502.754,9.9,0.84804056,
2009-12-27,14651.249,16502.754,9.9,0.84804056,
2010-01-03,14764.61,16582.71,9.8,1.29792486,
2010-01-10,14764.61,16582.71,9.8,1.29792486,
2010-01-17,14764.61,16582.71,9.8,1.29792486,
2010-01-24,14764.61,16582.71,9.8,1.29792486,
2010-01-31,14764.61,16582.71,9.8,1.29792486,
2010-02-07,14764.61,16582.71,9.8,1.12451541,
2010-02-14,14764.61,16582.71,9.8,1.12451541,
2010-02-21,14764.61,16582.71,9.8,1.12451541,
2010-02-28,14764.61,16582.71,9.8,1.12451541,
2010-03-07,14764.61,16582.71,9.9,0.99873153,
2010-03-14,14764.61,16582.71,9.9,0.99873153,
2010-03-21,14764.61,16582.71,9.9,0.99873153,
2010-03-28,14764.61,16582.71,9.9,0.99873153,
2010-04-04,14980.193,16743.162,9.9,1.3091053,
2010-04-11,14980.193,16743.162,9.9,1.3091053,
2010-04-18,14980.193,16743.162,9.9,1.3091053,
2010-04-25,14980.193,16743.162,9.9,1.3091053,
2010-05-02,14980.193,16743.162,9.6,1.22638786,
2010-05-09,14980.193,16743.162,9.6,1.22638786,
2010-05-16,14980.193,16743.162,9.6,1.22638786,
2010-05-23,14980.193,16743.162,9.6,1.22638786,
2010-05-30,14980.193,16743.162,9.6,1.22638786,
2010-06-06,14980.193,16743.162,9.4,1.01936098,
2010-06-13,14980.193,16743.162,9.4,1.01936098,
2010-06-20,14980.193,16743.162,9.4,1.01936098,
2010-06-27,14980.193,16743.162,9.4,1.01936098,
2010-07-04,15141.607,16872.266,9.4,0.84675907,
2010-07-11,15141.607,16872.266,9.4,0.84675907,
2010-07-18,15141.607,16872.266,9.4,0.84675907,
2010-07-25,15141.607,16872.266,9.4,0.84675907,
2010-08-01,15141.607,16872.266,9.5,0.65616389,
2010-08-08,15141.607,16872.266,9.5,0.65616389,
2010-08-15,15141.607,16872.266,9.5,0.65616389,
2010-08-22,15141.607,16872.266,9.5,0.65616389,
2010-08-29,15141.607,16872.266,9.5,0.65616389,
2010-09-05,15141.607,16872.266,9.5,0.57706775,
2010-09-12,15141.607,16872.266,9.5,0.57706775,
2010-09-19,15141.607,16872.266,9.5,0.57706775,
2010-09-26,15141.607,16872.266,9.5,0.57706775,
2010-10-03,15309.474,16960.864,9.4,0.40880525,
2010-10-10,15309.474,16960.864,9.4,0.40880525,
2010-10-17,15309.474,16960.864,9.4,0.40880525,
2010-10-24,15309.474,16960.864,9.4,0.40880525,
2010-10-31,15309.474,16960.864,9.4,0.40880525,
2010-11-07,15309.474,16960.864,9.8,0.33888956,
2010-11-14,15309.474,16960.864,9.8,0.33888956,
2010-11-21,15309.474,16960.864,9.8,0.33888956,
2010-11-28,15309.474,16960.864,9.8,0.33888956,
2010-12-05,15309.474,16960.864,9.3,0.62620927,
2010-12-12,15309.474,16960.864,9.3,0.62620927,
2010-12-19,15309.474,16960.864,9.3,0.62620927,
2010-12-26,15309.474,16960.864,9.3,0.62620927,
2011-01-02,15351.448,16920.632,9.1,0.86397716,
2011-01-09,15351.448,16920.632,9.1,0.86397716,
2011-01-16,15351.448,16920.632,9.1,0.86397716,
2011-01-23,15351.448,16920.632,9.1,0.86397716,
2011-01-30,15351.448,16920.632,9.1,0.86397716,
2011-02-06,15351.448,16920.632,9.0,0.82968718,
2011-02-13,15351.448,16920.632,9.0,0.82968718,
2011-02-20,15351.448,16920.632,9.0,0.82968718,
2011-02-27,15351.448,16920.632,9.0,0.82968718,
2011-03-06,15351.448,16920.632,9.0,0.87385088,
2011-03-13,15351.448,16920.632,9.0,0.87385088,
2011-03-20,15351.448,16920.632,9.0,0.87385088,
2011-03-27,15351.448,16920.632,9.0,0.87385088,
2011-04-03,15557.539,17035.114,9.1,0.97750283,
2011-04-10,15557.539,17035.114,9.1,0.97750283,
2011-04-17,15557.539,17035.114,9.1,0.97750283,
2011-04-24,15557.539,17035.114,9.1,0.97750283,
2011-05-01,15557.539,17035.114,9.0,0.71147484,
2011-05-08,15557.539,17035.114,9.0,0.71147484,
2011-05-15,15557.539,17035.114,9.0,0.71147484,
2011-05-22,15557.539,17035.114,9.0,0.71147484,
2011-05-29,15557.539,17035.114,9.0,0.71147484,
2011-06-05,15557.539,17035.114,9.1,0.49226699,
2011-06-12,15557.539,17035.114,9.1,0.49226699,
2011-06-19,15557.539,17035.114,9.1,0.49226699,
2011-06-26,15557.539,17035.114,9.1,0.49226699,
2011-07-03,15647.68,17031.313,9.0,0.57395235,
2011-07-10,15647.68,17031.313,9.0,0.57395235,
2011-07-17,15647.68,17031.313,9.0,0.57395235,
2011-07-24,15647.68,17031.313,9.0,0.57395235,
2011-07-31,15647.68,17031.313,9.0,0.57395235,
2011-08-07,15647.68,17031.313,9.0,0.39497491,
2011-08-14,15647.68,17031.313,9.0,0.39497491,
2011-08-21,15647.68,17031.313,9.0,0.39497491,
2011-08-28,15647.68,17031.313,9.0,0.39497491,
2011-09-04,15647.68,17031.313,9.0,0.21493888,
2011-09-11,15647.68,17031.313,9.0,0.21493888,
2011-09-18,15647.68,17031.313,9.0,0.21493888,
2011-09-25,15647.68,17031.313,9.0,0.21493888,
2011-10-02,15842.259,17222.583,8.8,0.09856249,
2011-10-09,15842.259,17222.583,8.8,0.09856249,
2011-10-16,15842.259,17222.583,8.8,0.09856249,
2011-10-23,15842.259,17222.583,8.8,0.09856249,
2011-10-30,15842.259,17222.583,8.8,0.09856249,
2011-11-06,15842.259,17222.583,8.6,0.13706953,
2011-11-13,15842.259,17222.583,8.6,0.13706953,
2011-11-20,15842.259,17222.583,8.6,0.13706953,
2011-11-27,15842.259,17222.583,8.6,0.13706953,
2011-12-04,15842.259,17222.583,8.5,0.14446831,
2011-12-11,15842.259,17222.583,8.5,0.14446831,
2011-12-18,15842.259,17222.583,8.5,0.14446831,
2011-12-25,15842.259,17222.583,8.5,0.14446831,
2012-01-01,16068.805,17367.01,8.3,0.14610051,
2012-01-08,16068.805,17367.01,8.3,0.14610051,
2012-01-15,16068.805,17367.01,8.3,0.14610051,
2012-01-22,16068.805,17367.01,8.3,0.14610051,
2012-01-29,16068.805,17367.01,8.3,0.14610051,
2012-02-05,16068.805,17367.01,8.3,0.02185103,
2012-02-12,16068.805,17367.01,8.3,0.02185103,
2012-02-19,16068.805,17367.01,8.3,0.02185103,
2012-02-26,16068.805,17367.01,8.3,0.02185103,
2012-03-04,16068.805,17367.01,8.2,0.16923691,
2012-03-11,16068.805,17367.01,8.2,0.16923691,
2012-03-18,16068.805,17367.01,8.2,0.16923691,
2012-03-25,16068.805,17367.01,8.2,0.16923691,
2012-04-01,16207.115,17444.525,8.2,0.19464573,
2012-04-08,16207.115,17444.525,8.2,0.19464573,
2012-04-15,16207.115,17444.525,8.2,0.19464573,
2012-04-22,16207.115,17444.525,8.2,0.19464573,
2012-04-29,16207.115,17444.525,8.2,0.19464573,
2012-05-06,16207.115,17444.525,8.2,-0.08722198,
2012-05-13,16207.115,17444.525,8.2,-0.08722198,
2012-05-20,16207.115,17444.525,8.2,-0.08722198,
2012-05-27,16207.115,17444.525,8.2,-0.08722198,
2012-06-03,16207.115,17444.525,8.2,-0.04815105,
2012-06-10,16207.115,17444.525,8.2,-0.04815105,
2012-06-17,16207.115,17444.525,8.2,-0.04815105,
2012-06-24,16207.115,17444.525,8.2,-0.04815105,
2012-07-01,16319.541,17469.65,8.2,-0.05482603,
2012-07-08,16319.541,17469.65,8.2,-0.05482603,
2012-07-15,16319.541,17469.65,8.2,-0.05482603,
2012-07-22,16319.541,17469.65,8.2,-0.05482603,
2012-07-29,16319.541,17469.65,8.2,-0.05482603,
2012-08-05,16319.541,17469.65,8.1,-0.06008478,
2012-08-12,16319.541,17469.65,8.1,-0.06008478,
2012-08-19,16319.541,17469.65,8.1,-0.06008478,
2012-08-26,16319.541,17469.65,8.1,-0.06008478,
2012-09-02,16319.541,17469.65,7.8,-0.16925714,
2012-09-09,16319.541,17469.65,7.8,-0.16925714,
2012-09-16,16319.541,17469.65,7.8,-0.16925714,
2012-09-23,16319.541,17469.65,7.8,-0.16925714,
2012-09-30,16319.541,17469.65,7.8,-0.16925714,
2012-10-07,16420.419,17489.852,7.8,-0.09317224,
2012-10-14,16420.419,17489.852,7.8,-0.09317224,
2012-10-21,16420.419,17489.852,7.8,-0.09317224,
2012-10-28,16420.419,17489.852,7.8,-0.09317224,
2012-11-04,16420.419,17489.852,7.7,-0.00573705,
2012-11-11,16420.419,17489.852,7.7,-0.00573705,
2012-11-18,16420.419,17489.852,7.7,-0.00573705,
2012-11-25,16420.419,17489.852,7.7,-0.00573705,
2012-12-02,16420.419,17489.852,7.9,-0.17237745,
2012-12-09,16420.419,17489.852,7.9,-0.17237745,
2012-12-16,16420.419,17489.852,7.9,-0.17237745,
2012-12-23,16420.419,17489.852,7.9,-0.17237745,
2012-12-30,16420.419,17489.852,7.9,-0.17237745,
2013-01-06,16648.189,17662.4,8.0,0.08440142,
2013-01-13,16648.189,17662.4,8.0,0.08440142,
2013-01-20,16648.189,17662.4,8.0,0.08440142,
2013-01-27,16648.189,17662.4,8.0,0.08440142,
2013-02-03,16648.189,17662.4,7.7,0.17210018,
2013-02-10,16648.189,17662.4,7.7,0.17210018,
2013-02-17,16648.189,17662.4,7.7,0.17210018,
2013-02-24,16648.189,17662.4,7.7,0.17210018,
2013-03-03,16648.189,17662.4,7.5,0.05034072,
2013-03-10,16648.189,17662.4,7.5,0.05034072,
2013-03-17,16648.189,17662.4,7.5,0.05034072,
2013-03-24,16648.189,17662.4,7.5,0.05034072,
2013-03-31,16648.189,17662.4,7.5,0.05034072,
2013-04-07,16728.687,17709.671,7.6,-0.02421188,
2013-04-14,16728.687,17709.671,7.6,-0.02421188,
2013-04-21,16728.687,17709.671,7.6,-0.02421188,
2013-04-28,16728.687,17709.671,7.6,-0.02421188,
2013-05-05,16728.687,17709.671,7.5,-0.01939123,
2013-05-12,16728.687,17709.671,7.5,-0.01939123,
2013-05-19,16728.687,17709.671,7.5,-0.01939123,
2013-05-26,16728.687,17709.671,7.5,-0.01939123,
2013-06-02,16728.687,17709.671,7.5,0.22769375,
2013-06-09,16728.687,17709.671,7.5,0.22769375,
2013-06-16,16728.687,17709.671,7.5,0.22769375,
2013-06-23,16728.687,17709.671,7.5,0.22769375,
2013-06-30,16728.687,17709.671,7.5,0.22769375,
2013-07-07,16953.838,17860.45,7.3,0.54638104,
2013-07-14,16953.838,17860.45,7.3,0.54638104,
2013-07-21,16953.838,17860.45,7.3,0.54638104,
2013-07-28,16953.838,17860.45,7.3,0.54638104,
2013-08-04,16953.838,17860.45,7.2,0.47506869,
2013-08-11,16953.838,17860.45,7.2,0.47506869,
2013-08-18,16953.838,17860.45,7.2,0.47506869,
2013-08-25,16953.838,17860.45,7.2,0.47506869,
2013-09-01,16953.838,17860.45,7.2,0.54083451,
2013-09-08,16953.838,17860.45,7.2,0.54083451,
2013-09-15,16953.838,17860.45,7.2,0.54083451,
2013-09-22,16953.838,17860.45,7.2,0.54083451,
2013-09-29,16953.838,17860.45,7.2,0.54083451,
2013-10-06,17192.019,18016.147,7.2,0.49296942,
2013-10-13,17192.019,18016.147,7.2,0.49296942,
2013-10-20,17192.019,18016.147,7.2,0.49296942,
2013-10-27,17192.019,18016.147,7.2,0.49296942,
2013-11-03,17192.019,18016.147,6.9,0.48963774,
2013-11-10,17192.019,18016.147,6.9,0.48963774,
2013-11-17,17192.019,18016.147,6.9,0.48963774,
2013-11-24,17192.019,18016.147,6.9,0.48963774,
2013-12-01,17192.019,18016.147,6.7,0.41829993,
2013-12-08,17192.019,18016.147,6.7,0.41829993,
2013-12-15,17192.019,18016.147,6.7,0.41829993,
2013-12-22,17192.019,18016.147,6.7,0.41829993,
2013-12-29,17192.019,18016.147,6.7,0.41829993,
2014-01-05,17197.738,17953.974,6.6,0.68063671,
2014-01-12,17197.738,17953.974,6.6,0.68063671,
2014-01-19,17197.738,17953.974,6.6,0.68063671,
2014-01-26,17197.738,17953.974,6.6,0.68063671,
2014-02-02,17197.738,17953.974,6.7,0.50867731,
2014-02-09,17197.738,17953.974,6.7,0.50867731,
2014-02-16,17197.738,17953.974,6.7,0.50867731,
2014-02-23,17197.738,17953.974,6.7,0.50867731,
2014-03-02,17197.738,17953.974,6.7,0.58045318,
2014-03-09,17197.738,17953.974,6.7,0.58045318,
2014-03-16,17197.738,17953.974,6.7,0.58045318,
2014-03-23,17197.738,17953.974,6.7,0.58045318,
2014-03-30,17197.738,17953.974,6.7,0.58045318,
2014-04-06,17518.508,18185.911,6.2,0.7022221,
2014-04-13,17518.508,18185.911,6.2,0.7022221,
2014-04-20,17518.508,18185.911,6.2,0.7022221,
2014-04-27,17518.508,18185.911,6.2,0.7022221,
2014-05-04,17518.508,18185.911,6.3,0.62685415,
2014-05-11,17518.508,18185.911,6.3,0.62685415,
2014-05-18,17518.508,18185.911,6.3,0.62685415,
2014-05-25,17518.508,18185.911,6.3,0.62685415,
2014-06-01,17518.508,18185.911,6.1,0.62452944,
2014-06-08,17518.508,18185.911,6.1,0.62452944,
2014-06-15,17518.508,18185.911,6.1,0.62452944,
2014-06-22,17518.508,18185.911,6.1,0.62452944,
2014-06-29,17518.508,18185.911,6.1,0.62452944,
2014-07-06,17804.228,18406.941,6.2,0.59099495,
2014-07-13,17804.228,18406.941,6.2,0.59099495,
2014-07-20,17804.228,18406.941,6.2,0.59099495,
2014-07-27,17804.228,18406.941,6.2,0.59099495,
2014-08-03,17804.228,18406.941,6.1,0.6494057,
2014-08-10,17804.228,18406.941,6.1,0.6494057,
2014-08-17,17804.228,18406.941,6.1,0.6494057,
2014-08-24,17804.228,18406.941,6.1,0.6494057,
2014-08-31,17804.228,18406.941,6.1,0.6494057,
2014-09-07,17804.228,18406.941,5.9,0.58085993,
2014-09-14,17804.228,18406.941,5.9,0.58085993,
2014-09-21,17804.228,18406.941,5.9,0.58085993,
2014-09-28,17804.228,18406.941,5.9,0.58085993,
2014-10-05,17912.079,18500.031,5.7,0.7009647,
2014-10-12,17912.079,18500.031,5.7,0.7009647,
2014-10-19,17912.079,18500.031,5.7,0.7009647,
2014-10-26,17912.079,18500.031,5.7,0.7009647,
2014-11-02,17912.079,18500.031,5.8,0.71330026,
2014-11-09,17912.079,18500.031,5.8,0.71330026,
2014-11-16,17912.079,18500.031,5.8,0.71330026,
2014-11-23,17912.079,18500.031,5.8,0.71330026,
2014-11-30,17912.079,18500.031,5.8,0.71330026,
2014-12-07,17912.079,18500.031,5.6,0.38472537,
2014-12-14,17912.079,18500.031,5.6,0.38472537,
2014-12-21,17912.079,18500.031,5.6,0.38472537,
2014-12-28,17912.079,18500.031,5.6,0.38472537,
2015-01-04,18063.529,18666.621,5.7,0.7099428,
2015-01-11,18063.529,18666.621,5.7,0.7099428,
2015-01-18,18063.529,18666.621,5.7,0.7099428,
2015-01-25,18063.529,18666.621,5.7,0.7099428,
2015-02-01,18063.529,18666.621,5.5,0.53838038,
2015-02-08,18063.529,18666.621,5.5,0.53838038,
2015-02-15,18063.529,18666.621,5.5,0.53838038,
2015-02-22,18063.529,18666.621,5.5,0.53838038,
2015-03-01,18063.529,18666.621,5.4,0.75170542,
2015-03-08,18063.529,18666.621,5.4,0.75170542,
2015-03-15,18063.529,18666.621,5.4,0.75170542,
2015-03-22,18063.529,18666.621,5.4,0.75170542,
2015-03-29,18063.529,18666.621,5.4,0.75170542,
2015-04-05,18279.784,18782.243,5.4,0.41032252,
2015-04-12,18279.784,18782.243,5.4,0.41032252,
2015-04-19,18279.784,18782.243,5.4,0.41032252,
2015-04-26,18279.784,18782.243,5.4,0.41032252,
2015-05-03,18279.784,18782.243,5.6,0.53392144,
2015-05-10,18279.784,18782.243,5.6,0.53392144,
2015-05-17,18279.784,18782.243,5.6,0.53392144,
2015-05-24,18279.784,18782.243,5.6,0.53392144,
2015-05-31,18279.784,18782.243,5.6,0.53392144,
2015-06-07,18279.784,18782.243,5.3,0.5537778,
2015-06-14,18279.784,18782.243,5.3,0.5537778,
2015-06-21,18279.784,18782.243,5.3,0.5537778,
2015-06-28,18279.784,18782.243,5.3,0.5537778,
2015-07-05,18401.626,18857.418,5.2,0.6670749,
2015-07-12,18401.626,18857.418,5.2,0.6670749,
2015-07-19,18401.626,18857.418,5.2,0.6670749,
2015-07-26,18401.626,18857.418,5.2,0.6670749,
2015-08-02,18401.626,18857.418,5.1,0.54830556,
2015-08-09,18401.626,18857.418,5.1,0.54830556,
2015-08-16,18401.626,18857.418,5.1,0.54830556,
2015-08-23,18401.626,18857.418,5.1,0.54830556,
2015-08-30,18401.626,18857.418,5.1,0.54830556,
2015-09-06,18401.626,18857.418,5.0,0.51245991,
2015-09-13,18401.626,18857.418,5.0,0.51245991,
2015-09-20,18401.626,18857.418,5.0,0.51245991,
2015-09-27,18401.626,18857.418,5.0,0.51245991,
2015-10-04,18435.137,18892.206,5.0,0.52877171,
2015-10-11,18435.137,18892.206,5.0,0.52877171,
2015-10-18,18435.137,18892.206,5.0,0.52877171,
2015-10-25,18435.137,18892.206,5.0,0.52877171,
2015-11-01,18435.137,18892.206,5.1,0.6662057,
2015-11-08,18435.137,18892.206,5.1,0.6662057,
